Row_Number,Channel,SYRS_ID,Category,Generated_VC,Primary_Rater,P_C,P_N,P_U,P_Notes,Secondary_Rater,S_C,S_N,S_U,S_Notes,E1_Correctness_1to5,E1_Novelty_YN,E1_Usefulness_YN,E1_Scope_ECU_Net_HW_OOS,E1_Notes
029,A-<SIG>,SYRS.0069_A_B,Communication_Stack,"- VC_Item: |     VC_ID: VC_SYRS.0069_A_B.NEW.1 |     Title: Verify STmin Enforcement When Receiver Specifies STmin = 0 |     Method: |       Type: Dynamic |       Technique: Fault Injection |     Pass_Fail_Criteria: |       Pass: | |         1. Set '<SIG_26>' to 5 ms (0x05) via XCP/Diagnostic service. |         2. Initiate an ISO-TP transfer with the receiver specifying STmin = 0. |         3. Capture and analyze the FC frame in Application Mode. |         4. Verify that the ECU enforces the configured STmin of 5 ms, regardless of the receiver's STmin. |       Fail: | |         - The ECU uses the receiver's STmin = 0, resulting in inter-frame timing less than 5 ms. |     Issue_Source: pylessard/python-can-isotp#101 |  | - VC_Item: |     VC_ID: VC_SYRS.0069_A_B.NEW.2 |     Title: Verify STmin Configuration During UDS-over-ISO-TP Communication |     Method: |       Type: Dynamic |       Technique: Boundary Value Analysis |     Pass_Fail_Criteria: |       Pass: | |         1. Set '<SIG_26>' to 5 ms (0x05) via XCP/Diagnostic service. |         2. Configure the ISO-TP stack via set_opts() with tx_stmin > 0 (e.g., 5 ms) on a UDS-over-ISO-TP connection. |         3. Initiate a UDS request that triggers multiple consecutive frames. |         4. Capture and analyze the CF frames. |         5. Verify that the inter-frame spacing between consecutive frames is at least 5 ms. |       Fail: | |         - Consecutive frames are <SIG>ted with inter-frame spacing less than 5 ms. |     Issue_Source: pylessard/python-can-isotp#20",E2,4,N,N,Redundant with Row 022. Same STmin=0 scenario.,E3,3,Y,Y,ISO 15765-2 edge case; core timing/parameter preserved,4,N,N,Network,E1:Type2-Duplicate-Reject|follow-E2|Redundant with Row 022. Same STmin=0 scenario.
032,A-<SIG>,SYRS.1018_A_B,Diagnostic_Services,"- VC_Item: |     VC_ID: VC_SYRS.1018_A_B.NEW.1 |     Title: Verify P2* Timeout Handling for Response Pending |     Method: |       Type: Dynamic |       Technique: Fault Injection |     Pass_Fail_Criteria: |       Pass: | |         1. Simulate <SIG_28> = 0 km/h. |         2. Send $31 01 10 08 to initiate the routine. |         3. ECU responds with NRC 0x78 (<SIG_27>) within 50 ms. |         4. Continue to send NRC 0x78 every 50 ms for a total of 5000 ms. |         5. After 5000 ms, ECU sends the final <SIG> or a different NRC. |         6. Verify that the client does not time out and correctly handles the final <SIG> or NRC. |       Fail: | |         - Client times out before 5000 ms despite receiving valid NRC 0x78 <SIG>s. |         - Final <SIG> or NRC is not handled correctly after 5000 ms. |     Issue_Source: pylessard/python-udsoncan#232 |  | - VC_Item: |     VC_ID: VC_SYRS.1018_A_B.NEW.2 |     Title: Verify P2* Timer Reload on Response Pending |     Method: |       Type: Dynamic |       Technique: Boundary Value Analysis |     Pass_Fail_Criteria: |       Pass: | |         1. Simulate <SIG_28> = 0 km/h. |         2. Send $31 01 10 08 to initiate the routine. |         3. ECU responds with NRC 0x78 (<SIG_27>) within 50 ms. |         4. Verify that the overall timeout timer (P2*) is reloaded with the correct value (e.g., 5000 ms). |         5. Continue to send NRC 0x78 every 50 ms for a total of 5000 ms. |         6. After 5000 ms, ECU sends the final <SIG> or a different NRC. |         7. Verify that the client does not time out and correctly handles the final <SIG> or NRC. |       Fail: | |         - Overall timeout timer (P2*) is not reloaded upon receiving NRC 0x78. |         - Client times out before 5000 ms despite receiving valid NRC 0x78 <SIG>s. |         - Final <SIG> or NRC is not handled correctly after 5000 ms. |     Issue_Source: pylessard/python-udsoncan#73",E2,2,Y,N,Timer reload logic inverted. Fails first principles of UDS state machine.,E3,3,Y,Y,<SIG> issue-based fault injection; core SYRS criterion preserved,2,Y,N,Network,E1:Type1-<SIG>-Reject|follow-E2|Timer reload logic inverted. Fails first principles of UDS s
034,A-<SIG>,SYRS.1018_B_B,Diagnostic_Services,- VC_Item: |     VC_ID: VC_SYRS.1018_B_B.NEW.1 |     Title: Verify Response to <SIG> Access Request with Already <SIG> <SIG> Level |     Method: |       Type: Dynamic |       Technique: Negative Testing |     Pass_Fail_Criteria: |       Pass: | |         1. Ensure $27 L1 is already UNLOCKED. |         2. Send $31 01 10 08. |         3. Verify the system does not return NRC $33 (<SIG>) and processes the RID 0x1008 within 50 ms. |       Fail: | |         - The system returns NRC $33 (<SIG>) even though the security level is already unlocked. |         - The system fails to process the RID 0x1008 within 50 ms. |     Issue_Source: pylessard/python-udsoncan#51 |  | - VC_Item: |     VC_ID: VC_SYRS.1018_B_B.NEW.2 |     Title: Verify System Response to <SIG> Access Request with Strict Timing Constraints |     Method: |       Type: Dynamic |       Technique: Fault Injection |     Pass_Fail_Criteria: |       Pass: | |         1. Ensure $27 L1 is LOCKED. |         2. Send $27 01 to request a seed. |         3. Wait for the ECU to send the seed <SIG> (0x67 0x01 ...). |         4. Delay the client's <SIG> to the seed by 10-20 ms. |         5. Send the correct key to unlock the security level. |         6. Send $31 01 10 08. |         7. Verify the system returns NRC $33 (<SIG>) within 50 ms if the security access was not completed in time. |       Fail: | |         - The system accepts the RID 0x1008 without proper security access. |         - The system does not return NRC $33 (<SIG>) within 50 ms. |     Issue_Source: pylessard/python-udsoncan#107,E2,4,Y,Y,<SIG> level already unlocked handling (NRC 0x24 bypass).,E3,3,N,Y,<SIG> issue-based fault injection; core SYRS criterion preserved,4,Y,Y,Network,E1:Type4-Accept-<SIG>|follow-E2|<SIG> level already unlocked handling (NRC 0x24 bypass).
037,A-<SIG>,SYRS.0692_A,<SIG_29>,"- VC_Item: |     VC_ID: VC_SYRS.0692_A.NEW.1 |     Title: Verify Handling of Invalid <SIG_30> (Boundary Value Analysis) |     Method: |       Type: Dynamic |       Technique: Boundary Value Analysis |     Pass_Fail_Criteria: |       Pass: | |         1. Place the server in a restricted communication state (e.g., both disabled). |         2. Send a valid UDS Service 0x28 request with sub-function enabling Tx and Rx, but use an invalid control_type value (e.g., 0x80). |         3. Verify: The server should reject the request and return a negative <SIG> (e.g., 0x7F, 0x28, 0x11 - <SIG>). |       Fail: | |         - The server accepts the invalid control_type and attempts to enable or disable transmission and reception. |         - The server does not return a negative <SIG>. |     Issue_Source: pylessard/python-udsoncan#96 |  | - VC_Item: |     VC_ID: VC_SYRS.0692_A.NEW.2 |     Title: Verify Robustness Against Transient Bus Errors During CommunicationControl |     Method: |       Type: Dynamic |       Technique: Fault Injection |     Pass_Fail_Criteria: |       Pass: | |         1. Place the server in a restricted communication state (e.g., both disabled). |         2. Inject transient bus errors (e.g., baudrate mismatch) while sending a valid UDS Service 0x28 request with sub-function enabling Tx and Rx. |         3. Verify: The server should eventually receive the request and correctly enable both transmission and reception of messages after the transient errors are resolved. |       Fail: | |         - The server fails to resume either message transmission or reception after the transient errors are resolved. |         - The server permanently halts all further frame reception due to the transient errors. |     Issue_Source: hardbyte/python-can#1643",E2,4,N,Y,Standard out-of-range parameter test. Novelty low.,E3,3,Y,Y,<SIG> issue-based fault injection; core SYRS criterion preserved,4,N,Y,Network,E1:Type2-Duplicate-Reject|follow-E2|Standard out-of-range parameter test. Novelty low.
040,A-<SIG>,SYRS.0567_B_B,<SIG_29>,"- VC_Item: |     VC_ID: VC_SYRS.0567_B_B.NEW.1 |     Title: Verify Response Latency with Pending Response (Timing Violation) |     Method: |       Type: Dynamic |       Technique: Fault Injection |     Pass_Fail_Criteria: |       Pass: | |         1. Send RDI $2024$ request (Time T0). |         2. ECU sends a pending <SIG> (NRC 0x78) within 10 ms of receiving the request. |         3. Measure Time T1 when the final positive <SIG> begins. |         4. Verify Delta (T1 - T0) ≤ 50 ms, considering the pending <SIG>. |       Fail: | |         - Latency exceeds 50 ms, even after accounting for the pending <SIG>. |     Issue_Source: pylessard/python-udsoncan#80 |  | - VC_Item: |     VC_ID: VC_SYRS.0567_B_B.NEW.2 |     Title: Verify Response Latency with Multi-Frame ISO-TP Transfer |     Method: |       Type: Dynamic |       Technique: Boundary Value Analysis |     Pass_Fail_Criteria: |       Pass: | |         1. Send RDI $2024$ request (Time T0) over ISO-TP with multi-frame transfer. |         2. Measure Time T1 when the first <SIG> frame (CF or FF) is received. |         3. Verify Delta (T1 - T0) ≤ 50 ms. |       Fail: | |         - Latency exceeds 50 ms for the first <SIG> frame. |     Issue_Source: pylessard/python-udsoncan#272",E2,1,N,N,Attempts to send 0x22 request with functional addressing expecting physical <SIG>.,E3,3,Y,Y,<SIG> issue-based fault injection; core SYRS criterion preserved,1,N,N,Network,E1:Type1-<SIG>-Reject|follow-E2|Attempts to send 0x22 request with functional addressing exp
042,A-<SIG>,SYRS.0539_C_B,<SIG_29>,- VC_Item: |     VC_ID: VC_SYRS.0539_C_B.NEW.1 |     Title: Verify Response Latency After ECU Reset and Diagnostic Session Control |     Method: |       Type: Dynamic |       Technique: Fault Injection |     Pass_Fail_Criteria: |       Pass: | |         1. Send UDS service 0x10 (DiagnosticSessionControl) with subfunction 0x03 (<SIG>). |         2. Perform an ECU reset. |         3. Send RDI $200C$ request (Time T0). |         4. Measure Time T1 when the positive <SIG> begins. |         5. Verify Delta (T1 - T0) ≤ 50 ms. |       Fail: | |         - Latency exceeds 50 ms after ECU reset and DiagnosticSessionControl. |     Issue_Source: pylessard/python-udsoncan#171 |  | - VC_Item: |     VC_ID: VC_SYRS.0539_C_B.NEW.2 |     Title: Verify Response Latency with Pending Response Handling |     Method: |       Type: Dynamic |       Technique: Timing Analysis |     Pass_Fail_Criteria: |       Pass: | |         1. Send UDS service 0x10 (DiagnosticSessionControl) with subfunction 0x02. |         2. Ensure the server sends a pending NRC (0x78) within <10ms. |         3. Wait for the final <SIG>. |         4. Send RDI $200C$ request (Time T0). |         5. Measure Time T1 when the positive <SIG> begins. |         6. Verify Delta (T1 - T0) ≤ 50 ms. |       Fail: | |         - Latency exceeds 50 ms after handling a pending <SIG>. |     Issue_Source: pylessard/python-udsoncan#80,E2,4,N,N,Redundant <SIG> timing test. Matches Golden VC.,E3,3,Y,Y,<SIG> issue-based fault injection; core SYRS criterion preserved,4,N,N,Network,E1:Type2-Duplicate-Reject|follow-E2|Redundant <SIG> timing test. Matches Golden VC.
046,A-<SIG>,SYRS.0543,<SIG_29>,"- VC_Item: |     VC_ID: VC_SYRS.0543.NEW.1 |     Title: ""Verify Handling of Response Pending (NRC 0x78) for DiagnosticSessionControl"" |     Method: |       Type: Dynamic |       Technique: Fault Injection |     Pass_Fail_Criteria: |       Pass: | |         1. Establish a connection to the ECU. |         2. Send a UDS DiagnosticSessionControl (0x10) request with subfunction 0x02 (<SIG> Session). |         3. Inject a <SIG> pending (NRC 0x78) from the ECU. |         4. Verify that the ECU continues to poll for the final <SIG> and does not throw an unhandled exception. |         5. Once the final positive or negative <SIG> is received, verify that the session ID is correctly set and the ECU responds with 0x62F186 followed by the correct session ID byte. |       Fail: | |         - The ECU throws an unhandled exception when receiving NRC 0x78. |         - The ECU does not continue to poll for the final <SIG>. |         - The final <SIG> is incorrect or not received within the <SIG> timeout. |     Issue_Source: pylessard/python-udsoncan#284 |  | - VC_Item: |     VC_ID: VC_SYRS.0543.NEW.2 |     Title: ""Verify Timeout Handling for <SIG> Diagnostic Session Control"" |     Method: |       Type: Dynamic |       Technique: Boundary Value Analysis |     Pass_Fail_Criteria: |       Pass: | |         1. Establish a connection to the ECU. |         2. Send a UDS DiagnosticSessionControl (0x10) request with subfunction 0x03 (<SIG> Diagnostic Session). |         3. Simulate a scenario where the ECU does not respond (silent absence of <SIG>). |         4. Verify that the ECU handles the timeout correctly and does not enter an undefined state. |         5. After the timeout, send a ReadDataByIdentifier (0x22) request with DID 0xF186. |         6. Verify that the ECU responds with 0x62F186 followed by the correct session ID byte, indicating the current session. |       Fail: | |         - The ECU enters an undefined state after the timeout. |         - The ECU does not respond to the ReadDataByIdentifier (0x22) request. |         - The <SIG> to the ReadDataByIdentifier (0x22) request is incorrect. |     Issue_Source: pylessard/python-udsoncan#171",E2,2,Y,N,Expects NRC 0x78 on functional request. Violates UDS specification.,E3,3,Y,Y,<SIG> issue-based fault injection; core SYRS criterion preserved,2,Y,N,Network,E1:Type1-<SIG>-Reject|follow-E2|Expects NRC 0x78 on functional request. Violates UDS specifi
049,A-<SIG>,SYRS.0551_A_A,<SIG_29>,"- VC_Item: |     VC_ID: VC_SYRS.0551_A_A.NEW.1 |     Title: ""Verify Response Timeout Handling (Negative)"" |     Method: |       Type: ""Dynamic"" |       Technique: ""Fault Injection"" |     Pass_Fail_Criteria: |       Pass: | |         1. Ensure the 'Vehicle Manufacturer ECU Software Number' is available. |         2. Send RDI $F188$ request. |         3. Simulate a condition where the ECU does not respond within the configured timeout period. |         4. Verify that the system correctly handles the timeout and reports an appropriate error or NRC (e.g., 0x78 - Request Out of Range). |       Fail: | |         - The system does not handle the timeout correctly. |         - No error or NRC is reported. |     Issue_Source: ""hardbyte/python-can#1664, ecubus/<SIG>-Pro#218, ecubus/<SIG>-Pro#167, pylessard/python-udsoncan#37, ecubus/<SIG>-Pro#215"" |  | - VC_Item: |     VC_ID: ""VC_SYRS.0551_A_A.NEW.2"" |     Title: ""Verify Malformed Request Handling (Negative)"" |     Method: |       Type: ""Dynamic"" |       Technique: ""Fault Injection"" |     Pass_Fail_Criteria: |       Pass: | |         1. Ensure the 'Vehicle Manufacturer ECU Software Number' is available. |         2. Send a malformed RDI $F188$ request (e.g., incorrect length or format). |         3. Verify that the ECU responds with a negative <SIG> code (NRC) 0x13 (Incorrect Message Length or Format). |       Fail: | |         - The ECU does not respond with the <SIG> NRC. |         - The ECU processes the malformed request as if it were valid. |     Issue_Source: ""pylessard/python-udsoncan#37""",E2,5,N,N,Standard <SIG> timeout handling. Duplicates existing coverage.,E3,3,Y,Y,<SIG> issue-based fault injection; core SYRS criterion preserved,5,N,N,Network,E1:Type2-Duplicate-Reject|follow-E2|Standard <SIG> timeout handling. Duplicates existing cove
053,A-<SIG>,SYRS.0006_D_A,<SIG_29>,"- VC_Item: |     VC_ID: VC_SYRS.0006_D_A.NEW.1 |     Title: ""Verify Re-enablement After ECU Reset (Fault Injection)"" |     Method: |       Type: Dynamic |       Technique: Fault Injection |     Pass_Fail_Criteria: |       Pass: | |         1. Place ECU in restricted communication state (e.g., disabled Tx/Rx). |         2. Send UDS '<SIG>' command (Time T0). |         3. Measure Time T1 when periodic message transmission resumes. |         4. Verify Delta (T1 - T0) <= 10 ms. |         5. Perform an ECU reset using UDS service 0x11. |         6. Immediately after the reset, send UDS '<SIG>' command (Time T2). |         7. Measure Time T3 when periodic message transmission resumes. |         8. Verify Delta (T3 - T2) <= 10 ms. |       Fail: | |         - Communication not restored within 10 ms after the '<SIG>' command following the ECU reset. |     Issue_Source: pylessard/python-udsoncan#159 |  | - VC_Item: |     VC_ID: VC_SYRS.0006_D_A.NEW.2 |     Title: ""Verify Re-enablement During CAN Bus <SIG> (Timing Disruption)"" |     Method: |       Type: Dynamic |       Technique: Timing Disruption |     Pass_Fail_Criteria: |       Pass: | |         1. Place ECU in restricted communication state (e.g., disabled Tx/Rx). |         2. Start a CAN bus logger/notifier to introduce bus contention. |         3. Send UDS '<SIG>' command (Time T0). |         4. Measure Time T1 when periodic message transmission resumes. |         5. Verify Delta (T1 - T0) <= 10 ms. |       Fail: | |         - Communication not restored within 10 ms due to timing disruption from concurrent logging/notifying. |     Issue_Source: pylessard/python-can-isotp#76",E2,4,N,Y,Tests brute-force lockout delay. Standard procedure.,E3,3,Y,Y,<SIG> operation / bus load; core SYRS timing preserved under load,4,N,Y,Network,E1:Type2-Duplicate-Reject|follow-E2|Tests brute-force lockout delay. Standard procedure.
054,A-<SIG>,SYRS.0006_D_B,<SIG_29>,"- VC_Item: |     VC_ID: VC_SYRS.0006_D_B.NEW.1 |     Title: ""Verify ECU Communication Re-enablement After UDS Reset Service"" |     Method: |       Type: Dynamic |       Technique: Fault Injection |     Pass_Fail_Criteria: |       Pass: | |         1. Initiate a UDS reset service (SID 0x11) via <SIG> transport. |         2. Measure the time from the 'ECU Initialization Complete' signal (T0) to the first <SIG>ted periodic message (T1). |         3. Verify Delta (T1 - T0) ≤ 100 ms and that the ECU remains reachable for subsequent UDS sessions. |       Fail: | |         - Communication remains restricted or is not initiated within 100 ms post-initialization. |         - The ECU becomes unreachable for subsequent UDS sessions, indicating a connection error. |     Issue_Source: pylessard/python-udsoncan#159 |  | - VC_Item: |     VC_ID: VC_SYRS.0006_D_B.NEW.2 |     Title: ""Verify ECU Communication Re-enablement with <SIG> CAN Bus Logging"" |     Method: |       Type: Dynamic |       Technique: Timing Analysis |     Pass_Fail_Criteria: |       Pass: | |         1. Enable a CAN bus logger/notifier on the same bus as the ECU. |         2. Initiate a UDS reset service (SID 0x11) over ISO-TP. |         3. Measure the time from the 'ECU Initialization Complete' signal (T0) to the first <SIG>ted periodic message (T1). |         4. Verify Delta (T1 - T0) ≤ 100 ms and that the UDS client receives a timely <SIG> to the ECU Reset service. |       Fail: | |         - Communication remains restricted or is not initiated within 100 ms post-initialization. |         - The UDS client does not receive a timely <SIG> to the ECU Reset service, indicating a timing violation. |     Issue_Source: pylessard/python-can-isotp#76",E2,1,Y,N,Assumes ECU maintains unlocked state across hard resets. Completely wrong.,E3,3,Y,Y,<SIG> <SIG>ion test; core SYRS function preserved,1,Y,N,Network,E1:Type1-<SIG>-Reject|follow-E2|Assumes ECU maintains unlocked state across hard resets. Com
057,A-<SIG>,SYRS.1074_A,<SIG_29>,"- VC_Item: |     VC_ID: VC_SYRS.1074_A.NEW.1 |     Title: Verify CRC Calculation with Non-Standard Consecutive Frame Counter |     Method: |       Type: Dynamic |       Technique: Fault Injection |     Pass_Fail_Criteria: |       Pass: | |         1. Send a 'TransferData' (0x36) request with a multi-frame payload using a non-standard consecutive frame counter pattern (e.g., 0x21, 0x25, 0x29, 0x2D). |         2. Capture the positive <SIG> (0x76). |         3. Verify the checksum field is present, occupying exactly 2 bytes (16 bits). |         4. Calculate the <SIG> CRC-16-CCITT checksum for the entire <SIG> data and compare it to the received checksum value. |         5. Confirm the received checksum matches the <SIG> calculated value. |       Fail: | |         - Checksum field length is incorrect. |         - Calculated checksum does not match received checksum. |     Issue_Source: pylessard/python-can-isotp#89 |  | - VC_Item: |     VC_ID: VC_SYRS.1074_A.NEW.2 |     Title: Verify CRC Calculation with Swapped Sequence Numbers |     Method: |       Type: Dynamic |       Technique: Fault Injection |     Pass_Fail_Criteria: |       Pass: | |         1. Send a 'TransferData' (0x36) request with a sequence number that has its byte order swapped. |         2. Capture the positive <SIG> (0x76). |         3. Verify the checksum field is present, occupying exactly 2 bytes (16 bits). |         4. Calculate the <SIG> CRC-16-CCITT checksum for the entire <SIG> data and compare it to the received checksum value. |         5. Confirm the received checksum matches the <SIG> calculated value. |       Fail: | |         - Checksum field length is incorrect. |         - Calculated checksum does not match received checksum. |     Issue_Source: pylessard/python-udsoncan#147",E2,2,N,N,Tests 0x2C clearing logic but uses incorrect subfunction.,E3,3,Y,Y,<SIG> issue-based fault injection; core SYRS criterion preserved,2,N,N,Network,E1:Type1-<SIG>-Reject|follow-E2|Tests 0x2C clearing logic but uses incorrect subfunction.
061,A-<SIG>,SYRS.1093_C,<SIG_29>,"- VC_Item: |     VC_ID: VC_SYRS.1093_C.NEW.1 |     Title: ""Verify P2* Timeout Reset After ECU Reset with <SIG> Bus Activity"" |     Method: |       Type: Dynamic |       Technique: Fault Injection |     Pass_Fail_Criteria: |       Pass: | |         1. Send a UDS 0x11 (ECU Reset) request to the ECU. |         2. Simultaneously, inject high-frequency CAN messages on the bus to simulate bus contention. |         3. After the ECU restarts, monitor the diagnostic communication bus. |         4. Send a diagnostic message just before 50 ms (e.g., 49.9 ms) since the last valid frame. Verify the ECU responds. |         5. Send a diagnostic message just after 50 ms (e.g., 50.1 ms). Verify the ECU times out (closes session or ignores). |         6. Confirm that the functional timeout value is exactly 50 ms (± 1 ms tolerance). |       Fail: | |         - The ECU does not respond to the diagnostic message sent at 49.9 ms. |         - The ECU does not time out for the diagnostic message sent at 50.1 ms. |         - The functional timeout value is not within ± 1 ms of 50 ms. |     Issue_Source: pylessard/python-can-isotp#76 |  | - VC_Item: |     VC_ID: VC_SYRS.1093_C.NEW.2 |     Title: ""Verify P2* Timeout Reset After ECU Reset with Transport Layer Disruption"" |     Method: |       Type: Dynamic |       Technique: Fault Injection |     Pass_Fail_Criteria: |       Pass: | |         1. Send a UDS 0x11 (ECU Reset) request to the ECU. |         2. Simulate a transport layer disruption (e.g., TCP RST or broken pipe) immediately after the ECU reset. |         3. After the ECU restarts, re-establish the connection and monitor the diagnostic communication bus. |         4. Send a diagnostic message just before 50 ms (e.g., 49.9 ms) since the last valid frame. Verify the ECU responds. |         5. Send a diagnostic message just after 50 ms (e.g., 50.1 ms). Verify the ECU times out (closes session or ignores). |         6. Confirm that the functional timeout value is exactly 50 ms (± 1 ms tolerance). |       Fail: | |         - The ECU does not respond to the diagnostic message sent at 49.9 ms. |         - The ECU does not time out for the diagnostic message sent at 50.1 ms. |         - The functional timeout value is not within ± 1 ms of 50 ms. |     Issue_Source: pylessard/python-udsoncan#159",E2,5,N,Y,Standard session persistence test under normal load.,E3,3,Y,Y,<SIG> operation / bus load; core SYRS timing preserved under load,5,N,Y,Network,E1:Type2-Duplicate-Reject|follow-E2|Standard session persistence test under normal load.
062,A-<SIG>,SYRS.0715,<SIG_29>,"- VC_Item: |     VC_ID: VC_SYRS.0715.NEW.1 |     Title: ""Verify Bus Initialization Time with <SIG> CAN Bus Logging"" |     Method: |       Type: Dynamic |       Technique: Fault Injection |     Pass_Fail_Criteria: |       Pass: | |         1. Trigger a system reset via UDS Service 0x11 (Time $<SIG_37>$ = Reset completion/start of initialization). |         2. Simultaneously, activate a CAN bus logger/notifier to introduce bus contention. |         3. Measure the time interval to the moment the respective bus system (CAN or <SIG>) is fully initialized and ready ($<SIG_38>$). |         4. Verify the measured time interval ($<SIG_38> - <SIG_37>$) is $\le 100\text{ms}$. |       Fail: | |         - Measured bus initialization time exceeds $100\text{ ms}$. |         - Bus system fails to become operational within $100\text{ ms}$. |     Issue_Source: pylessard/python-can-isotp#76 |  | - VC_Item: |     VC_ID: VC_SYRS.0715.NEW.2 |     Title: ""Verify Bus Initialization Time after ECU Reset with Subfunction Not Supported Response"" |     Method: |       Type: Dynamic |       Technique: Boundary Value Analysis |     Pass_Fail_Criteria: |       Pass: | |         1. Trigger a system reset via UDS Service 0x11 with subfunction 0x01 (<SIG>) on CAN ID 0x733. |         2. Ensure the ECU responds with a negative <SIG> code 0x11 (<SIG>) on CAN ID 0x73B. |         3. Measure the time interval from the reset request to the moment the respective bus system (CAN or <SIG>) is fully initialized and ready ($<SIG_38>$). |         4. Verify the measured time interval ($<SIG_38> - <SIG_37>$) is $\le 100\text{ms}$. |       Fail: | |         - Measured bus initialization time exceeds $100\text{ ms}$. |         - Bus system fails to become operational within $100\text{ ms}$. |     Issue_Source: pylessard/python-udsoncan#244",E2,3,Y,N,Valid concept but attempts to trigger 0x78 loop limit via unsupported service.,E3,3,Y,Y,<SIG> operation / bus load; core SYRS timing preserved under load,3,Y,N,Network,E1:Type3-CISuitability-Reject|follow-E2|Valid concept but attempts to trigger 0x78 loop limit via un
