Seq,ID,Channel,SYRS_ID,Category,Requirement,Source_ID,Source_Title,Distilled_Evidence,Similarity,Label_Relevant_YN,Notes
144,G-SYRS.0270_A,GitHub,SYRS.0270_A,Diagnostics_DCM,"""The ECU shall construct the Negative Response frame for Service 0x22 (Read Data By Identifier) with the following exact 5-byte structure: Byte 0=NAD, Byte 1=PCI, Byte 2=0x7F (Negative Response SID), Byte 3=0x22 (Request SID), Byte 4=NRC",pylessard/python-udsoncan#37,Is it possible to send a invalid request,"trigger:UDS service $22 (ReadDataByIdentifier) with malformed request length (e.g., 2-byte header + 1-byte DID instead of required 2-byte DID) | behavior:Expected: ECU responds with negative response code (NRC) 0x13 (incorrect message length); Observed: No mechanism exists in the library to intentionally send syntactically invalid UDS requests for NRC testing | fault_mode:missing response",0.7212,Y,
145,G-SYRS.0242_B,GitHub,SYRS.0242_B,Diagnostics_DEM,"""The System shall set the 'RS_Regenmenge' signal value to 15 within 100 ms upon detection of any 'ASIC_Hardware_Error' (including internal parity errors or communication bus faults)",hardbyte/python-can#1291,AsyncBufferedReader misses messages,trigger:AsyncBufferedReader.get_message() call timing with socketcan/peak_usb interface under high bus load | behavior:Expected: all CAN frames received by hardware interface should be buffered and retrievable via get_message(); Observed: frames visible in Wireshark (hardware-level reception) are not delivered to application via get_message() when polling intervals exceed ~1ms | fault_mode:buffer ,0.5716,Y,
146,N-SYRS.0130_B,NHTSA,SYRS.0130_B,Body_Control,The system shall confirm and report the 'Rain Onset' status within 5 seconds of the first raindrop impact that satisfies the detection threshold,11653413,TOYOTA COROLLA 2022 [VISIBILITY/WIPER],trigger:rainy weather condition requiring wiper activation | behavior:wipers were expected to operate continuously in response to rain sensor input or driver command but stopped functioning entirely | fault_mode:no-response,0.5928,Y,
147,N-SYRS.0444_C_A,NHTSA,SYRS.0444_C_A,Functional_Safety,"""The System shall detect a 'Speed_Signal_Fault_Lock_Attempt'. Condition: A 'Lock_Request' is received AND 'BRAKE1.VehicleSpeedVSOSigFailSts' == 'Fail_present",11544007,"HONDA CIVIC 2022 [STEERING,POWER TRAIN,SERVICE BRAKES]","trigger:driving under normal conditions | behavior:ECU should maintain power steering assist and prevent unintended steering lock; instead, the system allowed potential steering lock and generated 'BRAKE SYSTEM' warning light and 'SEE YOUR DEALER' message despite no apparent brake fault | fault_mode:unexpected-lock",0.6258,Y,
148,G-SYRS.1157_B_A,GitHub,SYRS.1157_B_A,Diagnostics_DCM,"""Upon successful execution of the 'Data Clear' procedure (per SYRS.1157_A), the DCM (Diagnostic Communication Manager) shall transmit a Positive Response ($44) to the tester. 1. Response Timing: The transmission shall occur within the configured P2_Server_Time (50 ms) after the internal clear confir",pylessard/python-udsoncan#52,TimeoutException from client.read_data_by_id() and client.clear_dtc(),"trigger:UDS client invoking read_data_by_id (0x22) and clear_dtc (0x14) services over ISO-TP; P2 timeout (1.0 s) expired | behavior:Expected: UDS server to respond within P2 server response time (per ISO 14229-1); Observed: No ISO-TP frame received before timeout, despite server being functional per external validation | fault_mode:missing response",0.6344,Y,
149,G-SYRS.1105_B_A,GitHub,SYRS.1105_B_A,Diagnostics_DEM,"""[Variant: 3] The system shall heal (clear) the 'Over Voltage Fault' only if the local supply voltage remains continuously less than or equal to 17.5 V for a debounce duration of at least 1000 ms",pylessard/python-udsoncan#33,Messages using 'suppress_positive_response' are not sent.,"trigger:UDS diagnostic session control request with suppress_positive_response flag set, using vector hardware on Windows | behavior:Expected: UDS request with suppression bit set should be transmitted over ISO-TP without waiting for or expecting a positive response. Observed: Message is not transmitted unless debugger breakpoint is hit — indicating race condition or timing-dependent transmission ",0.5237,Y,
150,G-SYRS.0377_B_A,GitHub,SYRS.0377_B_A,Diagnostics_DEM,"""The system shall set 'ESL_CmdIgn_FailSts.Info' to 'Fail_Present' if ALL the following conditions are simultaneously met: 1) 'BCM_COMMAND' message timeout occurs (T_Timeout_A), 2) 'ENGINE1' message timeout occurs (T_Timeout_B), AND 3) 'INT.Info' is Active",ecubus/EcuBus-Pro#102,Periodic sending of tester present,trigger:UDS service 0x3E (TesterPresent) sent periodically on CAN bus to maintain ECU communication in 'communication disabled' state | behavior:Expected: ECU responds with positive response (0x7E) or ignores TesterPresent as needed to sustain diagnostic session; observed behavior not specified but implied as missing/required functionality | fault_mode:missing response,0.5669,Y,
151,N-SYRS.0812,NHTSA,SYRS.0812,IO_HMI,"""The force-travel diagram (Haptics) of each FES operating unit shall match the reference diagram within a $\pm 10\%$ tolerance band for both measured force and measured travel displacement",11530463,"HONDA CIVIC 2022 [STEERING,LANE DEPARTURE]","trigger:vehicle operation at speeds above 40 mph, particularly during highway driving and lane-keeping | behavior:expected: EPS/LKA system to provide stable, assistive steering torque for straight-line tracking and gentle lateral correction; actual: uncommanded steering oscillation (side-to-side), intermittent loss of assist (stiffness), and transient lock-up events causing loss of directional con",0.5259,Y,
152,G-SYRS.1085_C_B,GitHub,SYRS.1085_C_B,Communication_Stack,"""Once a 'Watchdog Reset' fault is confirmed, the system shall transmit the 'SCCM_alertMatrix' message with both signals (SCCM_a013_watchdogReset, SCCM_a073_watchdogReset) set to '1'. The first transmission shall occur within 10 ms of the completion of the Communication Stack initialization",pylessard/python-udsoncan#169,Is it able  to send the next message immediately after the last response is received,trigger:ISOTP stack transmission timing after receiving a response (single-frame UDS service response) | behavior:Expected immediate transmission of next request upon receipt of response (T1 = T0); observed ~3ms delay between response reception and next request transmission | fault_mode:timing violation,0.5632,Y,
153,G-SYRS.0519_B,GitHub,SYRS.0519_B,Diagnostics_DCM,"""The system shall respond to $19 06 requests within P2_Server_Time (50 ms). If the requested DTC is not stored or the RecordNumber is not supported, the system shall return NRC $31 (RequestOutOfRange)",pylessard/python-udsoncan#80,P2 timeout time issue,"trigger:UDS service 0x10 (DiagnosticSessionControl) with subfunction 0x02, following successful 0x03 session; server sends pending NRC (0x78) within <10ms | behavior:Expected: client to reset P2 timer upon receiving 0x78 pending response and wait for final response before P2* timeout; observed: client times out despite valid pending response arriving well within P2 (typically 5000ms) or P2* (typic",0.6963,Y,
154,N-SYRS.0997_B_A,NHTSA,SYRS.0997_B_A,IO_HMI,"""The BCM shall validate the SSU actuation request as 'Valid' only if both redundant signal paths (Path A and Path B) simultaneously indicate the 'Active' state (Consistency Check)",11684150,"HONDA CIVIC 2022 [UNKNOWN OR OTHER,SERVICE BRAKES,FORWARD COLLISION AVOIDANCE]","trigger:random/uncommanded activation during normal vehicle operation | behavior:ECU should not display multiple concurrent brake-related system warnings without valid fault conditions; instead, it erroneously displays cascading false warnings for brake system, brake hold, ABS, VSA, and electric parking brake | fault_mode:false-activation",0.5725,Y,
155,N-SYRS.0141_B_2,NHTSA,SYRS.0141_B_2,Body_Control,"If the ambient light sensor reports an invalid or out-of-range signal (Fault Condition), the system shall default to 'Daytime Mode' (frequency factor = 1.0) and report a DTC (per diagnostics spec)",11690264,"BMW 5 SERIES 2022 [LANE DEPARTURE,BACK OVER PREVENTION,FORWARD COLLISION AVOIDANCE]","trigger:normal vehicle operation with sensor exposure to environmental conditions | behavior:sensors should reliably detect lane boundaries, rear obstacles, and forward collision threats and provide timely, accurate warnings; instead, they fail intermittently or permanently, resulting in missing or spurious warnings | fault_mode:sensor-error",0.578,Y,
156,G-SYRS.0245,GitHub,SYRS.0245,Diagnostics_DEM,The system shall set the 'Light Sensor Electronic Fault' to Active if the signal from any light receiver is detected as 'Out of Range' for a continuous duration of more than 100 ms,pylessard/python-udsoncan#171,the logging module and can data are inconsistent,"trigger:UDS service 0x10 (DiagnosticSessionControl) with subfunction 0x03 (extendedDiagnosticSession), under ISO-TP transport, after successful ECUReset and ReadDataByIdentifier | behavior:Expected positive response (0x50 0x03) or negative response (e.g., 0x7F 0x10 NRC) within P2 server timeout (15 s); instead, no ISO-TP frame received — silent absence of response | fault_mode:timeout violation",0.5707,Y,
157,G-SYRS.0526_B,GitHub,SYRS.0526_B,Diagnostics_DCM,"""The system shall respond to DID $1002 within P2_Server_Time (50 ms). If the source CAN signal 'BSM_VehicleSpeed_Sig' is unavailable (Bus-Off or Timeout > 500ms), the system SHALL return NRC $22 (ConditionsNotCorrect)",pylessard/python-udsoncan#80,P2 timeout time issue,"trigger:UDS service 0x10 (DiagnosticSessionControl) with subfunction 0x02, following successful 0x03 session; server sends pending NRC (0x78) within <10ms | behavior:Expected: client to reset P2 timer upon receiving 0x78 pending response and wait for final response before P2* timeout; observed: client times out despite valid pending response arriving well within P2 (typically 5000ms) or P2* (typic",0.7168,Y,
158,N-SYRS.0177,NHTSA,SYRS.0177,Body_Control,"The system shall NOT switch off the low beam headlights when exposed to synthetic light sources (e.g., streetlights with AC flicker) if the ambient brightness remains < 1000 lux for > 4 seconds",11557628,TOYOTA CAMRY 2022 [EXTERIOR LIGHTING],"trigger:activation of high beams or ignition key turn-on | behavior:low beam LEDs should remain steadily illuminated during high beam operation and remain off/stable in ignition-on state; instead, both low beams flash intermittently — more severely on right front — and a diagnostic message indicates left front LED headlight fault | fault_mode:state-stuck",0.5951,Y,
159,G-SYRS.0694_A,GitHub,SYRS.0694_A,Diagnostics_DCM,"""The ECU shall support UDS Service 0x28 (Communication Control) to enable or disable the reception (Rx) and/or transmission (Tx) of specific application messages based on the 'ControlType' parameter",pylessard/python-udsoncan#96,CommunicationControl issue with 0x80 control_type,"trigger:UDS CommunicationControl service (0x28) with control_type=0x80 (128) in request | behavior:Expected: UDS ISO 14229-1 allows control_type values up to 0xFF, including 0x80 for 'enableRxAndTx'; Observed: client library rejects 0x80 with ValueError, enforcing incorrect 0x0–0x7F range | fault_mode:protocol non-compliance",0.7626,Y,
160,G-SYRS.0692_B,GitHub,SYRS.0692_B,Diagnostics_DCM,"""The server shall complete the communication state change (enable Tx and Rx) defined in SYRS.0692_A within 10 ms of processing the valid CommunicationControl request",pylessard/python-udsoncan#80,P2 timeout time issue,"trigger:UDS service 0x10 (DiagnosticSessionControl) with subfunction 0x02, following successful 0x03 session; server sends pending NRC (0x78) within <10ms | behavior:Expected: client to reset P2 timer upon receiving 0x78 pending response and wait for final response before P2* timeout; observed: client times out despite valid pending response arriving well within P2 (typically 5000ms) or P2* (typic",0.6255,Y,
161,G-SYRS.1095_B,GitHub,SYRS.1095_B,Diagnostics_DEM,"""The System shall latch the 'ADC_Calibration_Error' status (TestFailed bit = 1) upon detection. This status shall remain latched for the entire duration of the current 'Operation_Cycle' and shall only be reset (TestFailed bit = 0) upon completion of a valid 'Ignition_OFF_to_ON' transition",ecubus/EcuBus-Pro#133,[BUG]配置ZLG时显示 “Set abit baud rate failed”,"trigger:ZLG USB-CANFD 200U device configuration via CAN FD abit (arbitration bit) baud rate setting | behavior:Expected: successful initialization of arbitration phase baud rate; Observed: failure during abit baud rate setup, likely due to invalid/unsupported baud rate value, misconfigured timing parameters, or firmware/driver-level rejection | fault_mode:wrong NRC",0.5674,Y,
162,N-SYRS.0473_C_B,NHTSA,SYRS.0473_C_B,Functional_Safety,"""Upon detection of 'Security_Lock_Condition' (SYRS.0473_C_A), the System shall force the 'VinLock' signal to 'True' within [T_LOCK_LATENCY] (10 ms)",11583178,HONDA CIVIC 2022 [STEERING],"trigger:During normal driving, approximately 10 minutes into the trip, following TPMS warning light illumination and two progressive steering wobbles | behavior:Steering system was expected to maintain controllable assist and free rotational movement; instead, the steering wheel abruptly locked at the 10 o'clock position, resulting in loss of vehicle control | fault_mode:unexpected-lock",0.5986,Y,
163,G-SYRS.0531_A,GitHub,SYRS.0531_A,Diagnostics_DCM,"""The ESCL shall respond to the UDS request '$22 1032' with a positive response ($62 10 32) followed by the Steering Column States Byte. The Motor Command (2-bit) field shall be set to Lock_Cmd → 0x00 or Unlock_Cmd → 0x01. The Motor Feedback (2-bit) field shall be set to Lock_Sts → 0x00, Unlock_Sts →",pylessard/python-udsoncan#14,Client throws an exception for response pending responses,"trigger:UDS service DiagnosticSessionControl (0x10) with Session.programmingSession, under conditions where ECU responds with positive response pending (0x78) | behavior:Client should transparently handle multiple 0x78 responses and retry the original request until a final positive or negative response is received, but instead throws an unhandled exception | fault_mode:missing response",0.6141,Y,
164,N-SYRS.0656_A_A,NHTSA,SYRS.0656_A_A,Body_Control,"""IF the 'MMI_State' is NOT one of {ON, ON_DIAG, or ON_TEL} AND 'ZAS_Kl_15' (Ignition) is Active (1), THEN the FES shall turn off the display without executing the defined goodbye animation sequence",11583874,HONDA CIVIC 2022 [FORWARD COLLISION AVOIDANCE],trigger:vehicle traveling at highway/interstate speeds with no imminent collision threat | behavior:system was expected to remain inactive in absence of genuine forward collision risk but instead activated emergency braking without warning | fault_mode:false-activation,0.5711,Y,
165,G-SYRS.0660_B,GitHub,SYRS.0660_B,Diagnostics_DEM,"""The FES shall detect a 'Short_to_Vcc' fault on any of the 9 'Touch_Foil' pins/traces. Upon detection, the system shall set the corresponding Diagnostic Event Status to 'FAILED' within 100 ms",ecubus/EcuBus-Pro#218,[BUG] LIN刷写过程中，3C报文发送完成后，出现不发3D的情况,trigger:LIN firmware flashing sequence: after successful transmission of LIN frame ID 0x3C (diagnostic request) | behavior:expected: ECU responds with LIN frame ID 0x3D (diagnostic response) per LIN protocol and UDS-over-LIN timing requirements; observed: no 0x3D frame transmitted by ECU | fault_mode:missing response,0.6116,Y,
166,N-SYRS.1126_A,NHTSA,SYRS.1126_A,IO_HMI,"""The SCCM left stalk shall mechanically return to the 'Neutral Position' (defined as 0° ± 1° angular displacement) when the actuation force is released",11552783,HONDA CIVIC 2022 [STEERING],"trigger:driver initiating left turn maneuver at low-to-moderate speed | behavior:ECU should maintain consistent power steering assist during left turn; instead, assist is abruptly lost or significantly reduced, causing heavy steering resistance and unintended leftward pull requiring manual correction | fault_mode:state-stuck",0.5832,Y,
167,N-SYRS.0096_A_A,NHTSA,SYRS.0096_A_A,IO_HMI,"""If the 'Tel' button is detected as released (after debounce), the system shall set the Update Bit signal 'CTRL_C_Stat1_AR::PhoneKey_Psd_UB' to 1 in the immediate transmission frame",11435010,HONDA CIVIC 2022 [AIR BAGS],"trigger:unbuckling the seat belt after vehicle stop | behavior:expected: SRS system to remain operational and not generate false fault indication; actual: SRS warning light illuminates indicating airbag/seatbelt system fault, requiring ignition cycle to clear | fault_mode:false-activation",0.5484,Y,
168,G-SYRS.1153_A_A,GitHub,SYRS.1153_A_A,Diagnostics_DEM,"""The system shall set the 'SCCM_turnIndicatorStalkStatus' signal to 'IDLE' if the left stalk remains in an 'Active' position for a continuous duration of 60.0 seconds or longer",pylessard/python-can-isotp#129,"Complete event not set when ""blocking_send"" set to True","trigger:isotp.CanStack with blocking_send=True, single-frame transmission | behavior:Expected: send() returns after successful transmission; Observed: send() times out because active_send_request.complete(True) is never called when tx_state is IDLE and generator is depleted | fault_mode:missing response",0.5585,Y,
169,G-SYRS.0590_B_B,GitHub,SYRS.0590_B_B,Diagnostic_Services,"""The access to RDI $2955 shall be restricted to the 'Extended_Diagnostic_Session' ($03). Any attempt to read in 'Default_Session' ($01) shall be rejected with NRC $7F 22 7E (SubFunctionNotSupportedInActiveSession)",pylessard/python-udsoncan#281,"During the 34 service, sending 34 00 44 can transmit and receive normally, but when sending 34 10 44, NRC [7f3470]","trigger:UDS service 0x34 (RequestDownload) with subfunction 0x10 and data [0x44], during extended diagnostic session | behavior:Expected positive response or appropriate NRC for valid request; observed NRC 0x70 (uploadDownloadNotAccepted) instead of expected behavior for subfunction 0x10 (which should be valid for initiating download with memory address/length format) | fault_mode:wrong NRC",0.6356,Y,
170,N-SYRS.0149_A,NHTSA,SYRS.0149_A,Body_Control,"""When the wiper system transitions to 'Parked' state (Motor Speed = 0 RPM), the system shall set the Splash Detection Threshold to 0.5V (High Sensitivity). This threshold update shall be completed within 100 ms of state confirmation",11549955,TOYOTA CAMRY 2022 [VISIBILITY/WIPER],"trigger:activation of windshield wipers in heavy rain | behavior:wipers expected to operate at nominal speed per selected setting (e.g., high-speed intermittent or continuous) but operated at drastically reduced speed, impairing visibility | fault_mode:state-stuck",0.657,Y,
171,N-SYRS.0372_A_A,NHTSA,SYRS.0372_A_A,System_State,"""If 'ESL_CRC_MCFailSts.Info' indicates 'CRC Failure' for N_CRCFail consecutive times AND 'INT.Info' is 'Not_Active', the system shall set 'ESL_CmdIgnSts.Info' to 'SNA",11684150,"HONDA CIVIC 2022 [UNKNOWN OR OTHER,SERVICE BRAKES,FORWARD COLLISION AVOIDANCE]","trigger:random/uncommanded activation during normal vehicle operation | behavior:ECU should not display multiple concurrent brake-related system warnings without valid fault conditions; instead, it erroneously displays cascading false warnings for brake system, brake hold, ABS, VSA, and electric parking brake | fault_mode:false-activation",0.5526,Y,
172,N-SYRS.1124_A,NHTSA,SYRS.1124_A,IO_HMI,"""The system shall set the CAN signal 'SCCM_turnIndicatorStalkStatus' to the value 'IDLE' whenever the turn indicator stalk is in the Neutral position or if no valid position is mechanically detected",11541230,TOYOTA COROLLA 2022 [POWER TRAIN],"trigger:vehicle at stop light with air conditioning system activated | behavior:engine idle should remain stable; instead, vehicle shook indicating unstable idle or torque fluctuation | fault_mode:timing-violation",0.63,Y,
173,G-SYRS.0346_C,GitHub,SYRS.0346_C,Communication_Stack,"""The signal layout and scaling for message ID 0x101 shall conform to the definitions provided in the external interface document '1-Object_Text_1.rtf",pylessard/python-udsoncan#96,CommunicationControl issue with 0x80 control_type,"trigger:UDS CommunicationControl service (0x28) with control_type=0x80 (128) in request | behavior:Expected: UDS ISO 14229-1 allows control_type values up to 0xFF, including 0x80 for 'enableRxAndTx'; Observed: client library rejects 0x80 with ValueError, enforcing incorrect 0x0–0x7F range | fault_mode:protocol non-compliance",0.5782,Y,
174,N-SYRS.0830,NHTSA,SYRS.0830,IO_HMI,The actuation noise of the FES push button during press and release operation shall be below 5 Sone at a microphone distance of 60 cm,11618950,"HONDA CIVIC 2022 [STEERING,STRUCTURE]","trigger:vehicle operation at unspecified speed | behavior:EPS gearbox was expected to operate silently and maintain steering assist; instead, a rubbing sound occurred, indicating mechanical degradation or misalignment in the EPS system | fault_mode:mechanical-failure",0.5124,Y,
175,G-SYRS.0243_B_A,GitHub,SYRS.0243_B_A,Diagnostics_DEM,"""The system shall set the internal 'Light Plausibility Status' to 'Invalid' (0x02) if the raw light signal value exceeds the calibrated Plausibility Threshold (e.g., P_Light_Max_Limit)",hardbyte/python-can#2051,Kvaser: multiple canIoCtlInit calls fail with canERR_PARAM (-1) on Kvaser Leaf Light v2,"trigger:Kvaser CANLIB canIoCtlInit calls (canIOCTL_SET_TIMER_SCALE, canIOCTL_SET_LOCAL_TXECHO, canIOCTL_SET_LOCAL_TXACK) during KvaserBus.__init__ on Leaf Light v2 | behavior:Expected: ioctl calls to succeed after successful canOpenChannel; Observed: all fail with canERR_PARAM (-1), indicating invalid parameter usage in the context of this hardware/firmware | fault_mode:protocol non-compliance",0.5378,Y,
176,N-SYRS.1132_B,NHTSA,SYRS.1132_B,IO_HMI,"""The SCCM left stalk mechanism shall mechanically restrict travel in the 'Right Turn' direction, engaging the end-stop (Position P2) at an angular displacement of 4° ± 2° relative to neutral",11552783,HONDA CIVIC 2022 [STEERING],"trigger:driver initiating left turn maneuver at low-to-moderate speed | behavior:ECU should maintain consistent power steering assist during left turn; instead, assist is abruptly lost or significantly reduced, causing heavy steering resistance and unintended leftward pull requiring manual correction | fault_mode:state-stuck",0.6335,Y,
177,N-SYRS.0139_A,NHTSA,SYRS.0139_A,Body_Control,"""When the Rain Sensor is Inactive (and NOT in Undervoltage, Overvoltage, Overtemperature, or Cranking states), the system shall set the LIN signal 'RS_Regenmenge' to the initialization value of 14 **within 100 ms**",11653413,TOYOTA COROLLA 2022 [VISIBILITY/WIPER],trigger:rainy weather condition requiring wiper activation | behavior:wipers were expected to operate continuously in response to rain sensor input or driver command but stopped functioning entirely | fault_mode:no-response,0.649,Y,
178,N-SYRS.0860_A_A,NHTSA,SYRS.0860_A_A,Functional_Safety,"""The EPB 'Release' switch interface shall consist of two physically redundant electrical paths: one configured as Normally Open (NO) and one as Normally Closed (NC)",11624889,TOYOTA COROLLA 2022 [SERVICE BRAKES],"trigger:vehicle power-on sequence / ignition cycle start-up | behavior:EPB shift interlock function should not activate or display a message during normal start-up when no fault exists; instead, the 'EPB Shift Interlock Function Activated' message appears briefly on the dashboard despite proper brake system operation, correct battery state, and absence of actual interlock conditions | fault_mode:f",0.5448,Y,
179,G-SYRS.0586_A,GitHub,SYRS.0586_A,Communication_Stack,"""The system shall respond to a 'CFG_DATA_CODE_REQUEST' message with a payload of all 0x00 (Default Value) if and only if 'OperationalModeSts.Info' is 'Ignition_On' AND the system has not yet received a valid PROXI file",pylessard/python-udsoncan#168,1904 Error returned while reading DTC snapshot,"trigger:UDS service 0x19 (ReadDTCInformation) with subfunction 0x04 (reportDTCSnapshotRecordByDTCNumber), requesting DTC C25900, receiving snapshot data containing undefined DID 0xCF00 | behavior:Expected: client should parse and return the snapshot record using configured DIDs; Observed: client raises ConfigError because DID 0xCF00 is missing from local data identifier configuration, halting resp",0.6171,Y,
180,N-SYRS.1089_A,NHTSA,SYRS.1089_A,IO_HMI,"""The system shall transmit the CAN signal 'SCCM_steeringAngle' as a positive integer in the range [1, 32767], where the value represents the steering wheel angle during clockwise rotation, corresponding to 0.1° per LSB",11578760,HONDA CIVIC 2022 [STEERING],"trigger:steering wheel input during cornering, especially on banked turns, with Lane Keeping Assist disabled | behavior:expected: power steering system to provide self-centering torque and smooth assist through full steering range; actual: steering wheel fails to self-center to 12 o'clock post-turn, and increased resistance is felt near 1/11 o'clock positions during sharper turns | fault_mode:stat",0.5703,Y,
181,G-SYRS.0251_B_A,GitHub,SYRS.0251_B_A,Diagnostics_DEM,"""The system shall detect a 'Climate Sensor Data Fault' if a CRC8 checksum error occurs when reading measurement results from the Climate ASIC",pylessard/python-udsoncan#171,the logging module and can data are inconsistent,"trigger:UDS service 0x10 (DiagnosticSessionControl) with subfunction 0x03 (extendedDiagnosticSession), under ISO-TP transport, after successful ECUReset and ReadDataByIdentifier | behavior:Expected positive response (0x50 0x03) or negative response (e.g., 0x7F 0x10 NRC) within P2 server timeout (15 s); instead, no ISO-TP frame received — silent absence of response | fault_mode:timeout violation",0.5559,Y,
182,G-SYRS.0539_C_A,GitHub,SYRS.0539_C_A,Diagnostics_DCM,"""The ESCL shall respond to RDI $200C$ with a 2-byte value (Motorola format) representing the system uptime (T_Uptime) in units where 1 LSB equals 15 seconds",ecubus/EcuBus-Pro#139,[求助] ZLG 配置UDS问题,"trigger:UDS over CAN FD using ZLG USB-CANFD 200U device with extended addressing and BRS enabled | behavior:Expected: UDS request (e.g., ReadDataByIdentifier) sent → timely positive response or standard NRC; Observed: consistent receive timeout (no response received within expected time window) | fault_mode:missing response",0.5774,Y,
183,N-SYRS.0034_C_C,NHTSA,SYRS.0034_C_C,Functional_Safety,"""The system shall set and maintain all associated MOSFETs in the electrically 'Closed' (non-conducting / Safe) state within 100 ms of detecting a single channel fault",11445583,"TOYOTA CAMRY 2022 [STEERING,VEHICLE SPEED CONTROL,FORWARD COLLISION AVOIDANCE]","trigger:vehicle startup or operation after delivery with minimal mileage (15 miles) | behavior:all ADAS and infotainment systems (ACC, AEB, BSW, FCW, LDW, LKA, PCW, RCTW, radio, backup camera) were expected to be fully functional per OEM specification; instead, they were non-operational and associated warning lights were illuminated | fault_mode:state-stuck",0.5541,Y,
184,N-SYRS.0960,NHTSA,SYRS.0960,IO_HMI,"""The EPB-rocker mechanism shall mechanically restrict the rocker's angular displacement to a maximum range of ±P_Rocker_Max_Tilt (e.g., 15°) relative to the neutral position",11578965,HONDA CIVIC 2022 [STEERING],"trigger:minor steering adjustment after prolonged lack of wheel movement, at speeds above 40 mph, ambient temperature 35–55°F, and after ~20 minutes of driving | behavior:EPS system was expected to provide smooth, proportional assist torque for small steering inputs; instead, steering wheel became temporarily stuck in position requiring abnormally high driver-applied torque to initiate movement | ",0.554,Y,
185,N-SYRS.0571_B,NHTSA,SYRS.0571_B,Functional_Safety,"""If the supply voltage is < 8.5V, the ESCL shall reject a Write Request to DID $F1B0 with NRC 0x93 (Voltage too low)",11451558,TOYOTA CAMRY 2021 [ELECTRICAL SYSTEM],"trigger:low battery voltage | behavior:ECU expected to maintain normal transmission and power steering control; instead, transmission and power steering functions became sluggish with no warning lights | fault_mode:sensor-error",0.5809,Y,
186,N-SYRS.1089_B,NHTSA,SYRS.1089_B,IO_HMI,"""The system shall ensure that counter-clockwise rotations are not encoded as positive integers within the range [1, 32767] in the 'SCCM_steeringAngle' signal",11555063,"HONDA CIVIC 2022 [STEERING,LANE DEPARTURE]","trigger:Driving at 70–75 MPH with left steering input between 10–12 o’clock position while lane departure assist is disabled | behavior:System was expected to provide unassisted, linear electric power steering response; instead, it exhibited unintended resistive/sticky torque and overcorrected to minor inputs, causing destabilizing steering oscillations and swerving | fault_mode:unexpected-lock",0.5526,Y,
187,N-SYRS.1126_B,NHTSA,SYRS.1126_B,IO_HMI,"""The SCCM left stalk shall complete the mechanical return to the 'Neutral Position' (defined in SYRS.1126_A) within 500 ms of release",11508600,HONDA CIVIC 2022 [STEERING],"trigger:after ~30 minutes of driving, during slight left/right steering input | behavior:steering system should provide smooth, low-effort rotational response to driver input; instead, it exhibits high resistance followed by sudden release (stick-slip behavior), with transient near-locking sensation | fault_mode:state-stuck",0.6014,Y,
188,N-SYRS.0059_A,NHTSA,SYRS.0059_A,System_State,"""Upon power-on, the system shall enter the 'Operating Voltage Mode' within 1 second if the battery voltage is strictly between the calibrated thresholds V_lv_enter_ad and V_hv_enter_ad",11451558,TOYOTA CAMRY 2021 [ELECTRICAL SYSTEM],"trigger:low battery voltage | behavior:ECU expected to maintain normal transmission and power steering control; instead, transmission and power steering functions became sluggish with no warning lights | fault_mode:sensor-error",0.5772,Y,
189,G-SYRS.0493,GitHub,SYRS.0493,Diagnostics_DEM,"""The ESCL shall detect the CAN 'Bus Off' condition and set the DTC 0xC00188 (Bus Off) to 'Active' within 100 ms of detection",ecubus/EcuBus-Pro#102,Periodic sending of tester present,trigger:UDS service 0x3E (TesterPresent) sent periodically on CAN bus to maintain ECU communication in 'communication disabled' state | behavior:Expected: ECU responds with positive response (0x7E) or ignores TesterPresent as needed to sustain diagnostic session; observed behavior not specified but implied as missing/required functionality | fault_mode:missing response,0.6408,Y,
190,G-SYRS.0022_H_A,GitHub,SYRS.0022_H_A,Communication_Stack,"""The system shall inhibit the transmission of Application-level CAN/LIN messages until the corresponding Signal Source Drivers (e.g., ADC, PWM, SPI) have completed their first valid measurement cycle (Data_Ready_Flag = TRUE)",hardbyte/python-can#1708,The method set_filters doesn’t work sometimes,"trigger:CAN bus filter configuration via set_filters() on Vector CAN interface with CAN FD enabled | behavior:Expected: only CAN messages matching the specified can_id (0x1B1) and mask (0x7FF) to be delivered after filter application. Observed: spurious non-matching messages (e.g., 0x3EA, 0x335) received before/during initial filter activation. | fault_mode:filter misapplication",0.6046,Y,
191,G-SYRS.0076_B,GitHub,SYRS.0076_B,Communication_Stack,"""If the N_Bs timer expires before a valid Flow Control (FC) frame is received, the Network Layer shall: 1. Abort the current segmented transmission; 2. Issue an N_Result = N_TIMEOUT_Bs notification to the Upper Layer (Service Interface)",pylessard/python-can-isotp#63,Consecutive frame timeout not raised after a Flow Control triggered by block size.,"trigger:Flow Control frame sent in response to a First Frame (FF), followed by sender halting consecutive frame (CF) transmission before timeout | behavior:Expected: Consecutive frame timeout (N_Cr) must be raised when CFs are not received within the specified time after Flow Control; Observed: Timeout is not raised unless Flow Control was triggered by block counter reaching maximum, violating ISO",0.7775,Y,
